,p,noise_p,noise_y,n_samples,n_trials,y1_z1_pns,y1_z1_pn,y1_z1_ps,y1_z2_pns,y1_z2_pn,y1_z2_ps,y1_z1*z2_pns,y1_z1*z2_pn,y1_z1*z2_ps,cond_pns_y1_z1,cond_pns_y1_z2,y2_z1_pns,y2_z1_pn,y2_z1_ps,y2_z2_pns,y2_z2_pn,y2_z2_ps,y2_z1*z2_pns,y2_z1*z2_pn,y2_z1*z2_ps,cond_pns_y2_z1,cond_pns_y2_z2,z1_z2_corr
0,0.4,0.0,0.2,10000,100,0.5980223119025518,0.7580112247836199,0.7391328615525553,0.5980223119025518,0.7580112247836199,0.7391328615525553,0.5980223119025518,0.7580112247836199,0.7391328615525553,,,0.6057336788891923,0.7579698326730054,0.750989342619506,0.6057336788891923,0.7579698326730054,0.750989342619506,0.6057336788891923,0.7579698326730054,0.750989342619506,,,1.0
0,0.4,0.0,0.2,10000,100,0.5980887524361017,0.743927197439472,0.7531395964411401,0.5980887524361017,0.743927197439472,0.7531395964411401,0.5980887524361017,0.743927197439472,0.7531395964411401,,,0.60901327890116,0.7591941412829275,0.7548228371905197,0.60901327890116,0.7591941412829275,0.7548228371905197,0.60901327890116,0.7591941412829275,0.7548228371905197,,,1.0
0,0.4,0.0,0.2,10000,100,0.6200549735244183,0.7668303566891782,0.7641224161200689,0.6200549735244183,0.7668303566891782,0.7641224161200689,0.6200549735244183,0.7668303566891782,0.7641224161200689,,,0.5996912133207396,0.7554915129855864,0.7441122624002755,0.5996912133207396,0.7554915129855864,0.7441122624002755,0.5996912133207396,0.7554915129855864,0.7441122624002755,,,1.0
0,0.4,0.0,0.2,10000,100,0.6067410408935277,0.7490996760618776,0.7614906498082911,0.6067410408935277,0.7490996760618776,0.7614906498082911,0.6067410408935277,0.7490996760618776,0.7614906498082911,,,0.6117531086751763,0.7646440218683839,0.7536656765417789,0.6117531086751763,0.7646440218683839,0.7536656765417789,0.6117531086751763,0.7646440218683839,0.7536656765417789,,,1.0
0,0.4,0.0,0.2,10000,100,0.5826145387818141,0.7362346859029122,0.736302121327838,0.5826145387818141,0.7362346859029122,0.736302121327838,0.5826145387818141,0.7362346859029122,0.736302121327838,,,0.5895311872043296,0.7423932436218353,0.7411425584895478,0.5895311872043296,0.7423932436218353,0.7411425584895478,0.5895311872043296,0.7423932436218353,0.7411425584895478,,,1.0
0,0.4,0.0,0.2,10000,100,0.6043248793044518,0.7526196683804114,0.7541212349918236,0.6043248793044518,0.7526196683804114,0.7541212349918236,0.6043248793044518,0.7526196683804114,0.7541212349918236,,,0.6024830705801931,0.7522070050741114,0.7516669748258901,0.6024830705801931,0.7522070050741114,0.7516669748258901,0.6024830705801931,0.7522070050741114,0.7516669748258901,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6069089470902944,0.7596632605425593,0.7511337104401474,0.6069089470902944,0.7596632605425593,0.7511337104401474,0.6069089470902944,0.7596632605425593,0.7511337104401474,,,0.6049773539643988,0.7574785706147044,0.7503085226253008,0.6049773539643988,0.7574785706147044,0.7503085226253008,0.6049773539643988,0.7574785706147044,0.7503085226253008,,,1.0
0,0.4,0.0,0.2,10000,100,0.5993692291731507,0.751066020467593,0.7479544701300853,0.5993692291731507,0.751066020467593,0.7479544701300853,0.5993692291731507,0.751066020467593,0.7479544701300853,,,0.6030584085486046,0.747821970184277,0.7570036984945564,0.6030584085486046,0.747821970184277,0.7570036984945564,0.6030584085486046,0.747821970184277,0.7570036984945564,,,1.0
0,0.4,0.0,0.2,10000,100,0.5926839924630127,0.7445193335886039,0.7439970782726967,0.5926839924630127,0.7445193335886039,0.7439970782726967,0.5926839924630127,0.7445193335886039,0.7439970782726967,,,0.5885350210905558,0.744738343519892,0.7372561114823185,0.5885350210905558,0.744738343519892,0.7372561114823185,0.5885350210905558,0.744738343519892,0.7372561114823185,,,1.0
0,0.4,0.0,0.2,10000,100,0.5935197810039402,0.7538536093122297,0.7361892817680074,0.5935197810039402,0.7538536093122297,0.7361892817680074,0.5935197810039402,0.7538536093122297,0.7361892817680074,,,0.5988267996632821,0.7467479206096107,0.7514322551677287,0.5988267996632821,0.7467479206096107,0.7514322551677287,0.5988267996632821,0.7467479206096107,0.7514322551677287,,,1.0
0,0.4,0.0,0.2,10000,100,0.59858094567604,0.7426907156695193,0.7551944192471568,0.59858094567604,0.7426907156695193,0.7551944192471568,0.59858094567604,0.7426907156695193,0.7551944192471568,,,0.5900427678308435,0.7416288583913873,0.7427163340070743,0.5900427678308435,0.7416288583913873,0.7427163340070743,0.5900427678308435,0.7416288583913873,0.7427163340070743,,,1.0
0,0.4,0.0,0.2,10000,100,0.5941529834398198,0.7446117805707486,0.746220483161391,0.5941529834398198,0.7446117805707486,0.746220483161391,0.5941529834398198,0.7446117805707486,0.746220483161391,,,0.6086284212799727,0.7594001086865342,0.754028549883453,0.6086284212799727,0.7594001086865342,0.754028549883453,0.6086284212799727,0.7594001086865342,0.754028549883453,,,1.0
0,0.4,0.0,0.2,10000,100,0.5864442064440138,0.7452806226387484,0.7334520816383908,0.5864442064440138,0.7452806226387484,0.7334520816383908,0.5864442064440138,0.7452806226387484,0.7334520816383908,,,0.6001993416896415,0.7557855475770227,0.7446091378623868,0.6001993416896415,0.7557855475770227,0.7446091378623868,0.6001993416896415,0.7557855475770227,0.7446091378623868,,,1.0
0,0.4,0.0,0.2,10000,100,0.6047241472450474,0.7564603163824216,0.7509197980493006,0.6047241472450474,0.7564603163824216,0.7509197980493006,0.6047241472450474,0.7564603163824216,0.7509197980493006,,,0.5995378400493606,0.7492848334215182,0.7499931676622557,0.5995378400493606,0.7492848334215182,0.7499931676622557,0.5995378400493606,0.7492848334215182,0.7499931676622557,,,1.0
0,0.4,0.0,0.2,10000,100,0.5941526857447532,0.7450456743221432,0.7457847513471908,0.5941526857447532,0.7450456743221432,0.7457847513471908,0.5941526857447532,0.7450456743221432,0.7457847513471908,,,0.5901979503419725,0.7501129589412467,0.7346382165116228,0.5901979503419725,0.7501129589412467,0.7346382165116228,0.5901979503419725,0.7501129589412467,0.7346382165116228,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6025715753622511,0.7552204937878817,0.7488183962629537,0.6025715753622511,0.7552204937878817,0.7488183962629537,0.6025715753622511,0.7552204937878817,0.7488183962629537,,,0.6021335695245996,0.7558698000415187,0.7475059936184056,0.6021335695245996,0.7558698000415187,0.7475059936184056,0.6021335695245996,0.7558698000415187,0.7475059936184056,,,1.0
0,0.4,0.0,0.2,10000,100,0.6158574836443061,0.7593730794610146,0.7651832251387469,0.6158574836443061,0.7593730794610146,0.7651832251387469,0.6158574836443061,0.7593730794610146,0.7651832251387469,,,0.6124481212798015,0.7646473406251428,0.7547175886667387,0.6124481212798015,0.7646473406251428,0.7547175886667387,0.6124481212798015,0.7646473406251428,0.7547175886667387,,,1.0
0,0.4,0.0,0.2,10000,100,0.593790056782903,0.7451519933599254,0.7451071654122605,0.593790056782903,0.7451519933599254,0.7451071654122605,0.593790056782903,0.7451519933599254,0.7451071654122605,,,0.6096114084267381,0.7597138401242651,0.7552275954591049,0.6096114084267381,0.7597138401242651,0.7552275954591049,0.6096114084267381,0.7597138401242651,0.7552275954591049,,,1.0
0,0.4,0.0,0.2,10000,100,0.6022815467350299,0.7551241690047141,0.7484651625638215,0.6022815467350299,0.7551241690047141,0.7484651625638215,0.6022815467350299,0.7551241690047141,0.7484651625638215,,,0.598567532885978,0.7530186731702151,0.7447863384010416,0.598567532885978,0.7530186731702151,0.7447863384010416,0.598567532885978,0.7530186731702151,0.7447863384010416,,,1.0
0,0.4,0.0,0.2,10000,100,0.608556467965264,0.7534240576258201,0.7599020364640319,0.608556467965264,0.7534240576258201,0.7599020364640319,0.608556467965264,0.7534240576258201,0.7599020364640319,,,0.5962359198119832,0.7445994457372046,0.7495215249054231,0.5962359198119832,0.7445994457372046,0.7495215249054231,0.5962359198119832,0.7445994457372046,0.7495215249054231,,,1.0
0,0.4,0.0,0.2,10000,100,0.6039417268717545,0.7563185082941165,0.7498530580155657,0.6039417268717545,0.7563185082941165,0.7498530580155657,0.6039417268717545,0.7563185082941165,0.7498530580155657,,,0.60399114367185,0.7544624713821746,0.7517630114025758,0.60399114367185,0.7544624713821746,0.7517630114025758,0.60399114367185,0.7544624713821746,0.7517630114025758,,,1.0
0,0.4,0.0,0.2,10000,100,0.5985149403597592,0.744839277256422,0.7528813435139852,0.5985149403597592,0.744839277256422,0.7528813435139852,0.5985149403597592,0.744839277256422,0.7528813435139852,,,0.5911027660654431,0.7484184072872905,0.7376795285264391,0.5911027660654431,0.7484184072872905,0.7376795285264391,0.5911027660654431,0.7484184072872905,0.7376795285264391,,,1.0
0,0.4,0.0,0.2,10000,100,0.6122431483768904,0.7616366530564973,0.7573600368356548,0.6122431483768904,0.7616366530564973,0.7573600368356548,0.6122431483768904,0.7616366530564973,0.7573600368356548,,,0.5838799846825437,0.7379854002425744,0.7365720831981911,0.5838799846825437,0.7379854002425744,0.7365720831981911,0.5838799846825437,0.7379854002425744,0.7365720831981911,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6088020008759514,0.7650077774164916,0.74884271580326,0.6088020008759514,0.7650077774164916,0.74884271580326,0.6088020008759514,0.7650077774164916,0.74884271580326,,,0.6010297529181627,0.7535887274006723,0.7480397319673476,0.6010297529181627,0.7535887274006723,0.7480397319673476,0.6010297529181627,0.7535887274006723,0.7480397319673476,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.5945740433126896,0.7449152592137726,0.7465796920699491,0.5945740433126896,0.7449152592137726,0.7465796920699491,0.5945740433126896,0.7449152592137726,0.7465796920699491,,,0.5992414690376169,0.7453242712534013,0.7535349395566541,0.5992414690376169,0.7453242712534013,0.7535349395566541,0.5992414690376169,0.7453242712534013,0.7535349395566541,,,1.0
0,0.4,0.0,0.2,10000,100,0.5900905596994858,0.7414655573489698,0.7429559454247893,0.5900905596994858,0.7414655573489698,0.7429559454247893,0.5900905596994858,0.7414655573489698,0.7429559454247893,,,0.6016539866539246,0.7532184895667436,0.7493730371179544,0.6016539866539246,0.7532184895667436,0.7493730371179544,0.6016539866539246,0.7532184895667436,0.7493730371179544,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.601571725790867,0.7427111456081773,0.7599398011615082,0.601571725790867,0.7427111456081773,0.7599398011615082,0.601571725790867,0.7427111456081773,0.7599398011615082,,,0.5898796050376711,0.7414083109189077,0.7426790013708051,0.5898796050376711,0.7414083109189077,0.7426790013708051,0.5898796050376711,0.7414083109189077,0.7426790013708051,,,1.0
0,0.4,0.0,0.2,10000,100,0.601164325147249,0.7479337028193608,0.753907997927897,0.601164325147249,0.7479337028193608,0.753907997927897,0.601164325147249,0.7479337028193608,0.753907997927897,,,0.599787053673299,0.7481153440896482,0.75155979419001,0.599787053673299,0.7481153440896482,0.75155979419001,0.599787053673299,0.7481153440896482,0.75155979419001,,,1.0
0,0.4,0.0,0.2,10000,100,0.5967016234188764,0.7425744244043455,0.7523248122375218,0.5967016234188764,0.7425744244043455,0.7523248122375218,0.5967016234188764,0.7425744244043455,0.7523248122375218,,,0.6038763203228232,0.746845489435509,0.7592996042728279,0.6038763203228232,0.746845489435509,0.7592996042728279,0.6038763203228232,0.746845489435509,0.7592996042728279,,,1.0
0,0.4,0.0,0.2,10000,100,0.6084176845616449,0.7541295836763775,0.7589696964881674,0.6084176845616449,0.7541295836763775,0.7589696964881674,0.6084176845616449,0.7541295836763775,0.7589696964881674,,,0.5845337910494013,0.7398438106340007,0.7357656314827373,0.5845337910494013,0.7398438106340007,0.7357656314827373,0.5845337910494013,0.7398438106340007,0.7357656314827373,,,1.0
0,0.4,0.0,0.2,10000,100,0.5974648994911312,0.7464581749884514,0.7495809628134549,0.5974648994911312,0.7464581749884514,0.7495809628134549,0.5974648994911312,0.7464581749884514,0.7495809628134549,,,0.6088832158605741,0.7576498331022313,0.7561550311691578,0.6088832158605741,0.7576498331022313,0.7561550311691578,0.6088832158605741,0.7576498331022313,0.7561550311691578,,,1.0
0,0.4,0.0,0.2,10000,100,0.6038711108960573,0.7500537073497641,0.7560038120352517,0.6038711108960573,0.7500537073497641,0.7560038120352517,0.6038711108960573,0.7500537073497641,0.7560038120352517,,,0.5865339367677516,0.7376891583576788,0.7410993943205246,0.5865339367677516,0.7376891583576788,0.7410993943205246,0.5865339367677516,0.7376891583576788,0.7410993943205246,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6024179829307361,0.7538988907365965,0.7498842245953218,0.6024179829307361,0.7538988907365965,0.7498842245953218,0.6024179829307361,0.7538988907365965,0.7498842245953218,,,0.5990672969439101,0.7527026369350606,0.745870314552902,0.5990672969439101,0.7527026369350606,0.745870314552902,0.5990672969439101,0.7527026369350606,0.745870314552902,,,1.0
0,0.4,0.0,0.2,10000,100,0.5925803085066776,0.7523519613065793,0.7361765326427356,0.5925803085066776,0.7523519613065793,0.7361765326427356,0.5925803085066776,0.7523519613065793,0.7361765326427356,,,0.5923608599718546,0.7422085478473082,0.7458067345482476,0.5923608599718546,0.7422085478473082,0.7458067345482476,0.5923608599718546,0.7422085478473082,0.7458067345482476,,,1.0
0,0.4,0.0,0.2,10000,100,0.5932738818108518,0.7445439636158576,0.7449021960252464,0.5932738818108518,0.7445439636158576,0.7449021960252464,0.5932738818108518,0.7445439636158576,0.7449021960252464,,,0.5947551845596206,0.7499006325781409,0.7419200838137581,0.5947551845596206,0.7499006325781409,0.7419200838137581,0.5947551845596206,0.7499006325781409,0.7419200838137581,,,1.0
0,0.4,0.0,0.2,10000,100,0.5908971025397792,0.7446145277901399,0.7410891763931974,0.5908971025397792,0.7446145277901399,0.7410891763931974,0.5908971025397792,0.7446145277901399,0.7410891763931974,,,0.6208428963886696,0.7634360064688718,0.7687305257789562,0.6208428963886696,0.7634360064688718,0.7687305257789562,0.6208428963886696,0.7634360064688718,0.7687305257789562,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6079562991731344,0.7622511500694767,0.750214840030992,0.6079562991731344,0.7622511500694767,0.750214840030992,0.6079562991731344,0.7622511500694767,0.750214840030992,,,0.5957215985970115,0.7504692224942345,0.7428665573244667,0.5957215985970115,0.7504692224942345,0.7428665573244667,0.5957215985970115,0.7504692224942345,0.7428665573244667,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6012000570925107,0.7540377906254268,0.747861293835021,0.6012000570925107,0.7540377906254268,0.747861293835021,0.6012000570925107,0.7540377906254268,0.747861293835021,,,0.5967237327844275,0.7462837788984406,0.7485901079809609,0.5967237327844275,0.7462837788984406,0.7485901079809609,0.5967237327844275,0.7462837788984406,0.7485901079809609,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6046994963334117,0.7511501556016598,0.756188141429806,0.6046994963334117,0.7511501556016598,0.756188141429806,0.6046994963334117,0.7511501556016598,0.756188141429806,,,0.604206790365093,0.7500693290759665,0.7565141130402504,0.604206790365093,0.7500693290759665,0.7565141130402504,0.604206790365093,0.7500693290759665,0.7565141130402504,,,1.0
0,0.4,0.0,0.2,10000,100,0.6040233935439145,0.7585017194875571,0.7478444633551189,0.6040233935439145,0.7585017194875571,0.7478444633551189,0.6040233935439145,0.7585017194875571,0.7478444633551189,,,0.6066403023979874,0.7580190049444239,0.7523349764806674,0.6066403023979874,0.7580190049444239,0.7523349764806674,0.6066403023979874,0.7580190049444239,0.7523349764806674,,,1.0
0,0.4,0.0,0.2,10000,100,0.5955269034694297,0.7396565940828863,0.753462247801694,0.5955269034694297,0.7396565940828863,0.753462247801694,0.5955269034694297,0.7396565940828863,0.753462247801694,,,0.607566242681526,0.7612145985206491,0.7506261703397328,0.607566242681526,0.7612145985206491,0.7506261703397328,0.607566242681526,0.7612145985206491,0.7506261703397328,,,1.0
0,0.4,0.0,0.2,10000,100,0.600952693710556,0.7441686646901626,0.7574362607160057,0.600952693710556,0.7441686646901626,0.7574362607160057,0.600952693710556,0.7441686646901626,0.7574362607160057,,,0.58385202578061,0.7414607719389835,0.733098202646118,0.58385202578061,0.7414607719389835,0.733098202646118,0.58385202578061,0.7414607719389835,0.733098202646118,,,1.0
0,0.4,0.0,0.2,10000,100,0.6180723414683755,0.7599902396166935,0.7679741188908924,0.6180723414683755,0.7599902396166935,0.7679741188908924,0.6180723414683755,0.7599902396166935,0.7679741188908924,,,0.6095933627839853,0.756990395704819,0.7579104525043155,0.6095933627839853,0.756990395704819,0.7579104525043155,0.6095933627839853,0.756990395704819,0.7579104525043155,,,1.0
0,0.4,0.0,0.2,10000,100,0.5867248645394341,0.7397104309379684,0.7393737078694308,0.5867248645394341,0.7397104309379684,0.7393737078694308,0.5867248645394341,0.7397104309379684,0.7393737078694308,,,0.5857599170513077,0.7415630663437272,0.736007884125213,0.5857599170513077,0.7415630663437272,0.736007884125213,0.5857599170513077,0.7415630663437272,0.736007884125213,,,1.0
0,0.4,0.0,0.2,10000,100,0.5853545037198558,0.7417355185980936,0.7351984289587025,0.5853545037198558,0.7417355185980936,0.7351984289587025,0.5853545037198558,0.7417355185980936,0.7351984289587025,,,0.5998404284204503,0.7493286660884794,0.7504227766338828,0.5998404284204503,0.7493286660884794,0.7504227766338828,0.5998404284204503,0.7493286660884794,0.7504227766338828,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.6049174155231319,0.7549016892263023,0.7527612693889211,0.6049174155231319,0.7549016892263023,0.7527612693889211,0.6049174155231319,0.7549016892263023,0.7527612693889211,,,0.5954582861692552,0.7419225753376651,0.7510161856576848,0.5954582861692552,0.7419225753376651,0.7510161856576848,0.5954582861692552,0.7419225753376651,0.7510161856576848,,,1.0
0,0.4,0.0,0.2,10000,100,0.5943541314297147,0.7447736130332538,0.7463751985529445,0.5943541314297147,0.7447736130332538,0.7463751985529445,0.5943541314297147,0.7447736130332538,0.7463751985529445,,,0.598977954977267,0.7407379387090243,0.757859714894701,0.598977954977267,0.7407379387090243,0.757859714894701,0.598977954977267,0.7407379387090243,0.757859714894701,,,1.0
0,0.4,0.0,0.2,10000,100,0.6008753965225233,0.7524070196155941,0.7489679172308222,0.6008753965225233,0.7524070196155941,0.7489679172308222,0.6008753965225233,0.7524070196155941,0.7489679172308222,,,0.599367395475564,0.7495829147905121,0.7494282656311707,0.599367395475564,0.7495829147905121,0.7494282656311707,0.599367395475564,0.7495829147905121,0.7494282656311707,,,1.0
0,0.4,0.0,0.2,10000,100,0.5939625237716701,0.7416194580966923,0.7489472781872804,0.5939625237716701,0.7416194580966923,0.7489472781872804,0.5939625237716701,0.7416194580966923,0.7489472781872804,,,0.5792098314125003,0.7265988577700528,0.7406228910406747,0.5792098314125003,0.7265988577700528,0.7406228910406747,0.5792098314125003,0.7265988577700528,0.7406228910406747,,,1.0
0,0.4,0.0,0.2,10000,100,0.6045202490842023,0.7507126268780003,0.7563514630570587,0.6045202490842023,0.7507126268780003,0.7563514630570587,0.6045202490842023,0.7507126268780003,0.7563514630570587,,,0.5890376311397276,0.7432876344540094,0.7394752995243343,0.5890376311397276,0.7432876344540094,0.7394752995243343,0.5890376311397276,0.7432876344540094,0.7394752995243343,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.5873178735912727,0.7447300587441287,0.7353551777341901,0.5873178735912727,0.7447300587441287,0.7353551777341901,0.5873178735912727,0.7447300587441287,0.7353551777341901,,,0.5977566483434854,0.7488541981713701,0.7476366339163357,0.5977566483434854,0.7488541981713701,0.7476366339163357,0.5977566483434854,0.7488541981713701,0.7476366339163357,,,1.0
0,0.4,0.0,0.2,10000,100,0.6032201474829177,0.7583070122335961,0.7468023016007675,0.6032201474829177,0.7583070122335961,0.7468023016007675,0.6032201474829177,0.7583070122335961,0.7468023016007675,,,0.6016887530235803,0.7544985950613149,0.7481640033952098,0.6016887530235803,0.7544985950613149,0.7481640033952098,0.6016887530235803,0.7544985950613149,0.7481640033952098,,,1.0
0,0.4,0.0,0.2,10000,100,0.5962508671637161,0.7506741990064325,0.7434885787065304,0.5962508671637161,0.7506741990064325,0.7434885787065304,0.5962508671637161,0.7506741990064325,0.7434885787065304,,,0.6167933433517143,0.7578886186319864,0.768147399005275,0.6167933433517143,0.7578886186319864,0.768147399005275,0.6167933433517143,0.7578886186319864,0.768147399005275,,,1.0
0,0.4,0.0,0.2,10000,100,0.6202938049271675,0.7631575051940259,0.768170829058675,0.6202938049271675,0.7631575051940259,0.768170829058675,0.6202938049271675,0.7631575051940259,0.768170829058675,,,0.6001615320925866,0.749305165421666,0.7509490041598319,0.6001615320925866,0.749305165421666,0.7509490041598319,0.6001615320925866,0.749305165421666,0.7509490041598319,,,1.0
0,0.4,0.0,0.2,10000,100,0.5948595396448157,0.754553375791075,0.7375818017265386,0.5948595396448157,0.754553375791075,0.7375818017265386,0.5948595396448157,0.754553375791075,0.7375818017265386,,,0.6011822932652614,0.7486954885377541,0.7531637745498113,0.6011822932652614,0.7486954885377541,0.7531637745498113,0.6011822932652614,0.7486954885377541,0.7531637745498113,,,1.0
0,0.4,0.0,0.2,10000,100,0.6050423783684433,0.7574955036653169,0.7503919254548979,0.6050423783684433,0.7574955036653169,0.7503919254548979,0.6050423783684433,0.7574955036653169,0.7503919254548979,,,0.5870567398106028,0.7405831766914818,0.7390296745423663,0.5870567398106028,0.7405831766914818,0.7390296745423663,0.5870567398106028,0.7405831766914818,0.7390296745423663,,,1.0
0,0.4,0.0,0.2,10000,100,0.5986743786675308,0.7454665155323841,0.752493446968033,0.5986743786675308,0.7454665155323841,0.752493446968033,0.5986743786675308,0.7454665155323841,0.752493446968033,,,0.6009325401308188,0.7485103918466663,0.7529590340529191,0.6009325401308188,0.7485103918466663,0.7529590340529191,0.6009325401308188,0.7485103918466663,0.7529590340529191,,,0.9999999999999999
0,0.4,0.0,0.2,10000,100,0.5958490322218422,0.7494164326399005,0.7440997363966639,0.5958490322218422,0.7494164326399005,0.7440997363966639,0.5958490322218422,0.7494164326399005,0.7440997363966639,,,0.6119477525306657,0.76078443696282,0.7577516136669877,0.6119477525306657,0.76078443696282,0.7577516136669877,0.6119477525306657,0.76078443696282,0.7577516136669877,,,1.0
0,0.4,0.0,0.2,10000,100,0.6046389121454826,0.7575253798969954,0.7497421569216314,0.6046389121454826,0.7575253798969954,0.7497421569216314,0.6046389121454826,0.7575253798969954,0.7497421569216314,,,0.5990612556835346,0.7561401479203059,0.7425160578372054,0.5990612556835346,0.7561401479203059,0.7425160578372054,0.5990612556835346,0.7561401479203059,0.7425160578372054,,,1.0
0,0.4,0.0,0.2,10000,100,0.6163532051967698,0.7609369944532084,0.764364071440612,0.6163532051967698,0.7609369944532084,0.764364071440612,0.6163532051967698,0.7609369944532084,0.764364071440612,,,0.5973845949807962,0.7426082653415607,0.7533759765822157,0.5973845949807962,0.7426082653415607,0.7533759765822157,0.5973845949807962,0.7426082653415607,0.7533759765822157,,,1.0
0,0.4,0.0,0.2,10000,100,0.5971796304666921,0.7454551439283165,0.750144952916555,0.5971796304666921,0.7454551439283165,0.750144952916555,0.5971796304666921,0.7454551439283165,0.750144952916555,,,0.599495098803353,0.754197462429492,0.7450689606333565,0.599495098803353,0.754197462429492,0.7450689606333565,0.599495098803353,0.754197462429492,0.7450689606333565,,,1.0
